-112.222103,42.355434,"ID,I-15,SB,MALAD SUMMIT REST AREA, MM25","[RR,,VM,Pets,HF]|DRINKING WATER"
-116.936732,43.996081,"ID,I-84,EB,SNAKE RIVER WELCOME CENTER, MM1","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.110226,43.480208,"ID,I-84,EB,BLACKS CREEK REST AREA, MM62","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.103468,43.476282,"ID,I-84,WB,BLACKS CREEK REST AREA, MM62","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-115.080284,42.940607,"ID,I-84,EB,BLISS REST AREA, MM133","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-115.065773,42.938353,"ID,I-84,WB,BLISS REST AREA, MM133","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-114.475031,42.652816,"ID,I-84,EB,JUNCTION US-93 REST AREA, MM171","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-113.410169,42.506131,"ID,I-84,EB,COTTERELL REST AREA, MM229","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-113.406535,42.502481,"ID,I-84,WB,COTTERELL REST AREA, MM229","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-112.913609,42.078508,"ID,I-84,EB,JUNIPER REST AREA, MM269","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-112.903075,42.069275,"ID,I-84,WB,JUNIPER REST AREA, MM269","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-113.152867,42.612149,"ID,I-86,EB,COLDWATER REST AREA, MM19","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-112.953101,42.698798,"ID,I-86,WB,MASSACRE ROCKS REST AREA, MM31","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.874248,47.708698,"ID,I-90,EB,HUETTER REST AREA, MM8","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.861132,47.709278,"ID,I-90,WB,HUETTER REST AREA, MM8","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-114.279448,43.330048,"ID,SR-75,NB/SB,TIMMERMAN REST AREA, MM101","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.562189,46.509595,"ID,US-12,NB,LENORE REST AREA, MM12","[RR,PT,VM,Pets,HF]|RV Dump"
-116.558208,46.510395,"ID,US-12,SB,LENORE REST AREA LEFT TURN, MM12","[RR,PT,VM,Pets,HF]|RV Dump"
-114.579987,46.633168,"ID,US-12,NB,LOLO PASS VISITOR INFORMATION CENTER, MM174","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-114.580786,46.635786,"ID,US-12,SB,LOLO PASS VISITOR INFORMATION CENTER LEFT EXIT, MM174","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-114.281816,43.331625,"ID,US-20,EB/WB,TIMMERMAN REST AREA, MM178","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-113.007672,43.548772,"ID,US-20/26,NB,BIG LOST RIVER REST AREA, MM265","[RR,PT,VM,Pets,HF]|DRINKING WATER"
-113.009542,43.549278,"ID,US-20/26,SB,BIG LOST RIVER REST AREA, MM265","[RR,PT,VM,Pets,HF]|DRINKING WATER"
-111.625749,43.587975,"ID,US-26,EB,CLARK HILL REST AREA LEFT EXIT, MM357","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-111.622827,43.587444,"ID,US-26,WB,CLARK HILL REST AREA, MM357","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-114.885374,42.768692,"ID,US-30,NB,HAGERMAN REST AREA, MM184","[RR,PT,,Pets,HF]|DRINKING WATER"
-114.887435,42.771671,"ID,US-30,SB,HAGERMAN REST AREA LEFT EXIT, MM184","[RR,PT,,Pets,HF]|"
-113.948863,45.694134,"ID,US-93,NB/SB,CLOSED IN WINTER LOST TRAIL PASS REST AREA, MM151","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.359894,45.362518,"ID,US-95,NB/SB,MIDVALE REST AREA, MM101","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.871391,47.041181,"ID,US-95,NB/SB,SHEEP CREEK REST AREA, MM189","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.872195,47.039827,"ID,US-95,NB,MINERAL MOUNTAIN REST AREA LEFT EXIT, MM371","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.871367,47.041276,"ID,US-95,SB,MINERAL MOUNTAIN REST AREA, MM371","[RR,PT,VM,Pets,HF]|PHONES,DRINKING WATER"
-116.579919,46.239758,"ID,US-95,NB/SB,WINCHESTER REST AREA PARTNERSHIP WITH CAMAS EXPRESS, MM278","[RR,,VM,,HF]|PHONES"
-88.682912,37.165789,"IL,I-24,SB,CLOSED WELCOME CENTER FOLLOW SIGNS, MM1","[RR,PT,VM,Pets,HF]|"
-88.682533,37.156884,"IL,I-24,NB,CLOSED WELCOME CENTER FOLLOW SIGNS, MM1","[RR,PT,VM,Pets,HF]|"
-87.904665,41.768252,"IL,I-294,NB,TOLLROAD HINSDALE OASIS, MM25","[RR,PT,,,HF]|Gas, Food"
-87.908237,41.786779,"IL,I-294,SB,TOLLROAD HINSDALE OASIS, MM25","[RR,PT,,,HF]|Gas, Food"
-87.883961,41.947188,"IL,I-294,NB,TOLLROAD O'HARE OASIS, MM38","[RR,PT,,,HF]|Gas, Food"
-87.881632,41.954169,"IL,I-294,SB,TOLLROAD O'HARE OASIS, MM38","[RR,PT,,,HF]|Gas, Food"
-89.008518,41.71815,"IL,I-39,NB,WILLOW CREEK REST AREA, MM85","[RR,PT,VM,Pets,HF]|"
-89.009142,41.732531,"IL,I-39,SB,WILLOW CREEK REST AREA, MM85","[RR,PT,VM,Pets,HF]|"
-88.995235,42.484736,"IL,I-39/90,SB,TURTLE CREEK (NT) WELCOME CENTER, MM2","[RR,,VM,,HF]|"
-89.857625,38.861419,"IL,I-55,NB,HOMESTEAD WELCOME CENTER, MM27","[RR,PT,VM,Pets,HF]|"
-89.847534,38.875882,"IL,I-55,SB,HOMESTEAD REST AREA, MM28","[RR,PT,VM,Pets,HF]|"
-89.642539,39.343332,"IL,I-55,NB,COALFIELD REST AREA, MM64","[RR,PT,VM,Pets,HF]|"
-89.643008,39.355239,"IL,I-55,SB,COALFIELD REST AREA, MM64","[RR,PT,VM,Pets,HF]|"
-89.595392,39.862349,"IL,I-55,NB,RAILSPLITTER REST AREA, MM102","[RR,PT,VM,Pets,HF]|"
-89.596009,39.889533,"IL,I-55,SB,RAILSPLITTER REST AREA, MM104","[RR,PT,VM,Pets,HF]|"
-89.108442,40.358297,"IL,I-55,NB,CLOSED-REST AREA, MM149","[RR,PT,VM,Pets,HF]|"
-89.107103,40.360917,"IL,I-55,SB,FUNKS GROVE REST AREA, MM149","[RR,PT,VM,Pets,HF]|"
-88.692234,40.819929,"IL,I-55,NB,LIMESTONE REST AREA, MM194","[RR,PT,VM,Pets,HF]|"
-88.679805,40.841037,"IL,I-55,SB,LIMESTONE REST AREA, MM194","[RR,PT,VM,Pets,HF]|"
-87.776586,41.386995,"IL,I-57,NB,PRAIRIE VIEW WELCOME CENTER, MM332","[RR,PT,VM,Pets,HF]|RV Dump"
-87.771624,41.394133,"IL,I-57,SB,PRAIRIE VIEW WELCOME CENTER, MM332","[RR,PT,VM,Pets,HF]|RV Dump"
-89.135088,37.463248,"IL,I-57,NB,TRAIL OF TEARS WELCOME CENTER, MM32","[RR,PT,VM,Pets,HF]|"
-89.130296,37.471969,"IL,I-57,SB,TRAIL OF TEARS REST AREA, MM32","[RR,PT,VM,Pets,HF]|"
-88.925321,38.027363,"IL,I-57,NB,REND LAKE REST AREA, MM74","[RR,PT,VM,Pets,HF]|"
-88.911851,38.099504,"IL,I-57,SB,REND LAKE WELCOME CENTER, MM79","[RR,PT,VM,Pets,HF]|"
-88.964416,38.592208,"IL,I-57,NB,POST OAK REST AREA, MM114","[RR,PT,VM,Pets,HF]|"
-88.967583,38.600586,"IL,I-57,SB,POST OAK REST AREA, MM114","[RR,PT,VM,Pets,HF]|"
-88.504521,39.186829,"IL,I-57,NB,GREEN CREEK REST AREA, MM165","[RR,PT,VM,Pets,HF]|"
-88.499158,39.201671,"IL,I-57,SB,GREEN CREEK REST AREA, MM165","[RR,PT,VM,Pets,HF]|"
-88.296204,39.918201,"IL,I-57,NB,ILLINI PRAIRIE REST AREA, MM222","[RR,PT,VM,Pets,HF]|"
-88.303225,39.935452,"IL,I-57,SB,ILLINI PRAIRIE REST AREA, MM222","[RR,PT,VM,Pets,HF]|"
-88.062912,40.547305,"IL,I-57,NB,MAIN LINE STATION REST AREA, MM268","[RR,PT,VM,Pets,HF]|"
-88.060467,40.565474,"IL,I-57,SB,MAIN LINE STATION REST AREA, MM268","[RR,PT,VM,Pets,HF]|"
-89.777305,38.549981,"IL,I-64,EB,GATEWAY REST AREA, MM25","[RR,PT,VM,Pets,HF]|"
-89.758981,38.547216,"IL,I-64,WB,GATEWAY REST AREA, MM25","[RR,PT,VM,Pets,HF]|"
-88.853538,38.273381,"IL,I-64,EB,CLOSED GOSHEN ROAD REST AREA, MM85","[RR,PT,VM,Pets,HF]|"
-88.797729,38.275547,"IL,I-64,WB,GOSHEN ROAD REST AREA, MM85","[RR,PT,VM,Pets,HF]|"
-87.987934,38.229537,"IL,I-64,WB,SKEETER REST AREA, MM130","[RR,PT,VM,Pets,HF]|"
-89.706965,38.7858,"IL,I-70,EB,SILVER LAKE WELCOME CENTER, MM27","[RR,PT,VM,Pets,HF]|"
-89.683869,38.787487,"IL,I-70,WB,SILVER LAKE REST AREA, MM27","[RR,PT,VM,Pets,HF]|"
-88.679244,39.06435,"IL,I-70,EB,NATIONAL TRAIL REST AREA, MM86","[RR,PT,VM,Pets,HF]|"
-88.664969,39.069213,"IL,I-70,WB,NATIONAL TRAIL REST AREA, MM86","[RR,PT,VM,Pets,HF]|"
-87.654666,39.421951,"IL,I-70,WB,CLOSED CUMBERLAND ROAD REST AREA, MM149","[RR,PT,VM,Pets,HF]|"
-88.785255,39.989994,"IL,I-72,EB,PRIDE OF THE PRAIRIE REST AREA, MM152","[RR,PT,VM,Pets,HF]|"
-88.784748,39.991629,"IL,I-72,WB,PRIDE OF THE PRAIRIE REST AREA, MM152","[RR,PT,VM,Pets,HF]|"
-89.249747,40.613941,"IL,I-74,EB,MACKINAW DELLS REST AREA, MM114","[RR,PT,VM,Pets,HF]|RV Dump"
-89.227583,40.609965,"IL,I-74,WB,MACKINAW DELLS REST AREA, MM114","[RR,PT,VM,Pets,HF]|RV Dump"
-90.331956,41.236695,"IL,I-74,EB,KRISDALABAKA REST AREA, MM30","[RR,PT,VM,Pets,HF]|"
-90.3317,41.211603,"IL,I-74,WB,KRISDALABAKA REST AREA, MM30","[RR,PT,VM,Pets,HF]|"
-90.095611,40.881123,"IL,I-74,EB,SPOON RIVER REST AREA, MM62","[RR,PT,VM,Pets,HF]|"
-90.083623,40.877463,"IL,I-74,WB,SPOON RIVER REST AREA, MM62","[RR,PT,VM,Pets,HF]|"
-88.680526,40.277787,"IL,I-74,EB,FARM LAND REST AREA, MM156","[RR,PT,VM,Pets,HF]|"
-88.665502,40.266353,"IL,I-74,WB,FARM LAND REST AREA, MM156","[RR,PT,VM,Pets,HF]|"
-87.740915,40.127695,"IL,I-74,WB,SALT KETTLE WELCOME CENTER, MM208","[RR,PT,VM,Pets,HF]|"
-90.355595,41.56769,"IL,I-80,EB,MISSISSIPPI RAPIDS WELCOME CENTER, MM1","[RR,PT,VM,Pets,HF]|"
-89.571442,41.394531,"IL,I-80,EB,GREAT SAUK TRAIL REST AREA, MM51","[RR,PT,VM,Pets,HF]|"
-89.554534,41.390646,"IL,I-80,WB,GREAT SAUK TRAIL REST AREA, MM51","[RR,PT,VM,Pets,HF]|"
-88.349095,41.429709,"IL,I-80,EB,THREE RIVERS REST AREA, MM117","[RR,PT,VM,Pets,HF]|"
-88.324134,41.449255,"IL,I-80,WB,THREE RIVERS REST AREA, MM117","[RR,PT,VM,Pets,HF]|"
-87.596216,41.578319,"IL,I-80/294,EB,TOLLWAY CHICAGO SOUTHLAND LINCOLN OASIS, MM1","[RR,PT,,,HF]|Gas, Food"
-87.603125,41.579089,"IL,I-80/294,WB,TOLLWAY CHICAGO SOUTHLAND LINCOLN OASIS, MM1","[RR,PT,,,HF]|Gas, Food"
-88.746973,41.902198,"IL,I-88,EB,TOLLWAY DEKALB OASIS, MM93","[RR,PT,,,HF]|Gas, Food"
-88.734359,41.901121,"IL,I-88,WB,TOLLWAY DEKALB OASIS, MM93","[RR,PT,,,HF]|Gas, Food"
-87.930997,42.015927,"IL,I-90,EB,TOLLWAY DES PLAINES OASIS, MM74.5","[RR,PT,,,HF]|Gas, Food"
-87.921976,42.013826,"IL,I-90,WB,TOLLWAY DES PLAINES OASIS, MM74.5","[RR,PT,,,HF]|Gas, Food"
-88.838344,42.233489,"IL,I-90,EB,TOLLWAY BELVIDERE OASIS, MM5","[RR,PT,,,HF]|Gas, Food"
-88.830834,42.233774,"IL,I-90,WB,TOLLWAY BELVIDERE OASIS, MM5","[RR,PT,,,HF]|Gas, Food"
-87.901619,42.255603,"IL,I-94,EB,TOLLWAY LAKE FOREST OASIS, MM18","[RR,PT,,,HF]|Gas, Food"
-87.901149,42.250296,"IL,I-94,WB,TOLLWAY LAKE FOREST OASIS, MM18","[RR,PT,,,HF]|Gas, Food"
-87.864955,38.196421,"IN,I-64,EB,BLACK RIVER WELCOME CENTER, MM7","[RR,PT,VM,Pets,HF]|"
-86.955212,38.194895,"IN,I-64,EB,NANCY HANKS REST AREA, MM59","[RR,PT,VM,Pets,HF]|"
-86.943472,38.196445,"IN,I-64,WB,NANCY HANKS REST AREA, MM59","[RR,PT,VM,Pets,HF]|"
-85.956928,38.277182,"IN,I-64,WB,LANESVILLE WELCOME CENTER, MM115","[RR,PT,VM,Pets,HF]|"
-87.275578,41.169857,"IN,I-65,SB,KANKAKEE REST AREA, MM231","[RR,PT,VM,Pets,HF]|"
-87.269768,41.160892,"IN,I-65,WB,KANKAKEE REST AREA, MM231","[RR,PT,VM,Pets,HF]|"
-87.066899,40.702522,"IN,I-65,SB,WOLCOTT REST AREA, MM195","[RR,PT,VM,Pets,HF]|"
-87.060519,40.695199,"IN,I-65,NB,WOLCOTT REST AREA, MM195","[RR,PT,VM,Pets,HF]|"
-86.554691,40.176341,"IN,I-65,SB,LEBANON REST AREA, MM149","[RR,PT,VM,Pets,HF]|"
-86.537521,40.154095,"IN,I-65,WB,LEBANON REST AREA, MM149","[RR,PT,VM,Pets,HF]|"
-85.958893,39.281447,"IN,I-65,SB,TAYLORSVILLE REST AREA, MM71","[RR,PT,VM,Pets,HF]|"
-85.953898,39.255679,"IN,I-65,NB,TAYLORSVILLE REST AREA, MM70","[RR,PT,VM,Pets,HF]|"
-85.779063,38.589547,"IN,I-65,SB,HENRYVILLE REST AREA, MM22","[RR,PT,VM,Pets,HF]|"
-85.778577,38.581431,"IN,I-65,WB,HENRYVILLE REST AREA, MM22","[RR,PT,VM,Pets,HF]|"
-85.559103,40.363549,"IN,I-69,SB,PIPE CREEK REST AREA, MM251","[RR,PT,VM,Pets,HF]|"
-85.558444,40.347965,"IN,I-69,NB,PIPE CREEK REST AREA, MM251","[RR,PT,VM,Pets,HF]|"
-85.087124,41.290531,"IN,I-69,NB,AUBURN REST AREA, MM325","[RR,PT,VM,Pets,HF]|"
-85.059138,41.584451,"IN,I-69/US-27,SB,PIGEON CREEK WELCOME CENTER, MM345","[RR,PT,VM,Pets,HF]|"
-87.506202,39.441745,"IN,I-70,EB,CLEAR CREEK WELCOME CENTER, MM2","[RR,PT,VM,Pets,HF]|"
-86.401073,39.650903,"IN,I-70,EB,PLAINFIELD REST AREA, MM64","[RR,PT,VM,Pets,HF]|"
-86.396094,39.654682,"IN,I-70,WB,PLAINFIELD REST AREA, MM64","[RR,PT,VM,Pets,HF]|"
-85.713251,39.824785,"IN,I-70,EB,GREENFIELD REST AREA, MM107","[RR,PT,VM,Pets,HF]|"
-85.694559,39.825711,"IN,I-70,WB,GREENFIELD REST AREA, MM107","[RR,PT,VM,Pets,HF]|"
-85.019781,39.859599,"IN,I-70,WB,CENTERVILLE WELCOME CENTER, MM143","[RR,PT,VM,Pets,HF]|"
-87.509665,40.117598,"IN,I-74,EB,SPRING CREEK WELCOME CENTER, MM1","[RR,PT,VM,Pets,HF]|RV Dump"
-86.557747,39.902928,"IN,I-74,EB,LIZTON REST AREA, MM57","[RR,PT,VM,Pets,HF]|"
-86.551531,39.898306,"IN,I-74,WB,LIZTON REST AREA, MM57","[RR,PT,VM,Pets,HF]|"
-85.178308,39.293463,"IN,I-74,EB,BATESVILLE REST AREA, MM151","[RR,PT,VM,Pets,HF]|"
-85.164404,39.287232,"IN,I-74,WB,BATESVILLE REST AREA, MM151","[RR,PT,VM,Pets,HF]|"
-84.412224,41.604447,"IN,I-80,EB,REST AREA, MM235","[RR,PT,,Pets,HF]|"
-84.403054,41.604445,"IN,I-80,WB,REST AREA, MM236","[RR,PT,,Pets,HF]|"
-87.221984,41.589284,"IN,I-80/90,EB,TOLLWAY JOHN T MCCUTCHEON TRAVEL PLAZA, MM22","[RR,PT,VM,Pets,HF]|Gas, Food"
-87.212333,41.586982,"IN,I-80/90,WB,TOLLWAY GEORGE ADE TRAVEL PLAZA, MM22","[RR,PT,VM,Pets,HF]|Gas, Food"
-86.625242,41.704044,"IN,I-80/90,EB,TOLLWAY WILBUR SHAW TRAVEL PLAZA, MM56","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-86.618974,41.709539,"IN,I-80/90,WB,TOLLWAY KNUTE ROCKNE TRAVEL PLAZA, MM56","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-86.010581,41.732037,"IN,I-80/90,EB,TOLLWAY HENRY F SHRICKER TRAVEL PLAZA, MM90","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-85.999746,41.732297,"IN,I-80/90,WB,TOLLWAY GEORGE N CRAIG TRAVEL PLAZA, MM90","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-85.333801,41.747171,"IN,I-80/90,EB,TOLLWAY ERNIE PYLE TRAVEL PLAZA, MM126","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-85.324082,41.744858,"IN,I-80/90,WB,TOLLWAY GENE STRATTON PLAZA, MM126","[RR,PT,VM,Pets,HF]|RV Dump,Gas,Food"
-86.787853,41.736912,"IN,I-94,WB,WELCOME CENTER, MM43","[RR,PT,VM,Pets,HF]|"
-97.619911,38.478786,"KS,I-135,NB,MCPHERSON REST AREA-LEFT EXIT, MM68","[RR,PT,,Pets,HF]|RV Dump"
-97.621259,38.488047,"KS,I-135,SB,MCPHERSON REST AREA-LEFT EXIT, MM68","[RR,PT,,Pets,HF]|RV Dump"
-97.327491,37.928487,"KS,I-135,NB,SEDGWICK REST AREA, MM23","[RR,PT,VM,Pets,HF]|RV Dump"
-97.328335,37.935339,"KS,I-135,SB,SEDGWICK REST AREA, MM23","[RR,PT,VM,Pets,HF]|RV Dump"
-96.18635,38.467665,"KS,I-335,EB,EMPORIA SERVICE PLAZA LEFT EXIT, MM132","[RR,PT,VM,Pets,HF]|Gas, Food"
-96.18351,38.473936,"KS,I-335,WB,EMPORIA SERVICE PLAZA LEFT EXIT, MM132","[RR,PT,VM,Pets,HF]|Gas, Food"
-97.321381,37.363881,"KS,I-35,NB,TP BELLE PLAINE SERVICE PLAZA-LEFT EXIT, MM26","[RR,PT,VM,Pets,HF]|Gas, Food"
-97.323086,37.369399,"KS,I-35,SB,TP BELLE PLAINE SERVICE PLAZA-LEFT EXIT, MM26","[RR,PT,VM,Pets,HF]|Gas, Food"
-96.984205,37.764169,"KS,I-35,NB,TP TOWANDA SERVICE PLAZA-LEFT EXIT, MM65","[RR,PT,VM,Pets,HF]|Gas, Food"
-96.978918,37.768327,"KS,I-35,SB,TP TOWANDA SERVICE PLAZA-LEFT EXIT, MM65","[RR,PT,VM,Pets,HF]|Gas, Food"
-96.580229,38.092784,"KS,I-35,NB,TP MATFIELD SERVICE PLAZA-LEFT EXIT, MM07","[RR,PT,VM,Pets,HF]|Gas, Food"
-96.578521,38.098729,"KS,I-35,SB,TP MATFIELD SERVICE PLAZA-LEFT EXIT, MM97","[RR,PT,VM,Pets,HF]|Gas, Food"
-95.408839,38.524187,"KS,I-35,NB,POMONA REST AREA, MM175","[RR,PT,VM,Pets,HF]|RV Dump"
-95.402417,38.527725,"KS,I-35,SB,POMONA REST AREA, MM175","[RR,PT,VM,Pets,HF]|RV Dump"
-95.517814,39.018187,"KS,I-70,EB,TOPEKA SERVICE PLAZA, MM188","[RR,PT,,,HF]|Gas, Food"
-95.496283,39.018254,"KS,I-70,WB,TOPEKA SERVICE PLAZA, MM188","[RR,PT,,,HF]|Gas, Food"
-95.139324,39.016988,"KS,I-70,EB,LAWRENCE SERVICE PLAZA LEFT EXIT, MM209","[RR,PT,,,HF]|Gas, Food"
-95.132844,39.022088,"KS,I-70,WB,LAWRENCE SERVICE PLAZA LEFT EXIT, MM209","[RR,PT,,,HF]|Gas, Food"
-98.817645,38.858911,"KS,I-70,EB,RUSSELL REST AREA, MM187","[RR,PT,,Pets,HF]|Gas"
-98.812432,38.858028,"KS,I-70,WB,RUSSELL REST AREA, MM187","[RR,PT,,Pets,HF]|Gas"
-98.130256,38.856621,"KS,I-70,WB,ELLSWORTH REST AREA, MM224","[RR,PT,,Pets,HF]|RV Dump"
-98.127746,38.856395,"KS,I-70,EB,ELLSWORTH REST AREA, MM224","[RR,PT,,Pets,HF]|RV Dump"
-96.619662,39.066241,"KS,I-70,WB,MANHATTAN REST AREA, MM310","[RR,PT,,Pets,HF]|RV Dump"
-96.617742,39.065647,"KS,I-70,EB,MANHATTAN REST AREA, MM310","[RR,PT,,Pets,HF]|RV Dump"
-96.124477,39.058329,"KS,I-70,EB,PAXICO REST AREA LEFT EXIT, MM336","[RR,PT,,Pets,HF]|RV Dump"
-96.117801,39.060327,"KS,I-70,WB,PAXICO REST AREA LEFT EXIT, MM336","[RR,PT,,Pets,HF]|RV Dump"
-101.911817,39.328772,"KS,I-70,WB,GOODLAND REST AREA, MM7","[RR,PT,VM,Pets,HF]|RV Dump"
-101.908288,39.328452,"KS,I-70,EB,GOODLAND WELCOME CENTER, MM7","[RR,PT,VM,Pets,HF]|RV Dump"
-101.159566,39.365544,"KS,I-70,EB,COLBY REST AREA, MM48","[RR,PT,VM,Pets,HF]|RV Dump"
-101.145979,39.365784,"KS,I-70,WB,COLBY REST AREA, MM48","[RR,PT,VM,Pets,HF]|RV Dump"
-100.431244,39.100025,"KS,I-70,EB,GRAINFIELD REST AREA, MM97","[RR,PT,VM,Pets,HF]|RV Dump"
-100.423306,39.098816,"KS,I-70,WB,GRAINFIELD REST AREA, MM97","[RR,PT,VM,Pets,HF]|RV Dump"
-99.807728,38.999403,"KS,I-70,EB,WAKEENEY REST AREA, MM132","[RR,PT,VM,Pets,HF]|RV Dump"
-99.786488,38.995344,"KS,I-70,WB,WAKEENEY REST AREA, MM132","[RR,PT,VM,Pets,HF]|RV Dump"
-97.397616,38.924726,"KS,I-70,EB,SOLOMON REST AREA, MM265","[RR,PT,VM,Pets,HF]|"
-97.391462,38.928001,"KS,I-70,WB,SOLOMON REST AREA, MM265","[RR,PT,VM,Pets,HF]|"
-100.463462,38.059001,"KS,SR-156/23,EB,INGALLS REST AREA LEFT EXIT","[RR,,,Pets,HF]|"
-100.461286,38.05899,"KS,SR-156/23,WB,INGALLS REST AREA","[RR,,,Pets,HF]|"
-100.002546,39.791257,"KS,SR-383,EB/WB,PRAIRIE DOG LAKE REST AREA","[RR,PT,,Pets,HF]|"
-94.667124,38.259931,"KS,SR-52,EB/WB,TRADING POST REST AREA","[RR,PT,,Pets,HF]|"
-98.709083,37.955478,"KS,US-50,EB/WB,ST JOHN  REST AREA","[RR,PT,,Pets,HF]|"
-95.529466,37.348358,"KS,US-169,NB,CHERRYVALE REST AREA","[RR,PT,,Pets,HF]|"
-95.526406,37.351401,"KS,US-169,SB,CHERRYVALE REST AREA LEFT TURN","[RR,PT,,Pets,HF]|"
-101.369648,39.782076,"KS,US-36,EB/WB,MCDONALD REST AREA","[RR,PT,,Pets],|"
-101.580853,38.910302,"KS,US-40,WB,WALLACE REST AREA","[RR,PT,,Pets,HF]|"
-101.583977,38.909663,"KS,US-40,EB,WALLACE REST AREA LEFT TURN","[RR,PT,,Pets,HF]|"
-95.531263,37.346829,"KS,US-400,WB,CHERRYVALE REST AREA","[RR,PT,,Pets,HF]|"
-95.537561,37.346783,"KS,US-400,EB,CHERRYVALE REST AREA FOLLOW SIGNS","[RR,PT,,Pets,HF]|"
-96.51184,37.662366,"KS,US-400,EB,BEAUMONT  REST AREA","[RR,PT,,Pets,HF]|"
-96.514164,37.662462,"KS,US-400,WB,BEAUMONT  REST AREA LEFT TURN","[RR,PT,,Pets,HF]|"
-100.51923,37.857461,"KS,US-400,WB,INGALLS REST AREA LEFT TURN","[RR,PT,,Pets,HF]|"
-100.522632,37.858188,"KS,US-400,EB,INGALLS REST AREA","[RR,PT,,Pets,HF]|"
-99.886561,37.490976,"KS,US-54,NB/SB,BLOOM REST AREA","[RR,,,Pets,HF]|"
-100.748301,37.150541,"KS,US-54,NB/SB,BLOOM REST AREA","[RR,PT,,,HF]|WIFI"
-100.747762,37.151548,"KS,US-54,WB,KISMET REST AREA","[RR,PT,,,HF]|WIFI"
-100.748886,37.149745,"KS,US-54,EB,KISMET REST AREA LEFT TURN","[RR,PT,,,HF]|WIFI"
-94.673737,38.260168,"KS,US-69,NB,TRADING POST REST AREA FOLLOW SIGNS","[RR,PT,,Pets,HF]|"
-94.671128,38.264933,"KS,US-69,SB,TRADING POST REST AREA FOLLOW SIGNS","[RR,PT,,Pets,HF]|"
-95.739028,37.961056,"KS,US-75,NB/SB,YATES CENTER REST AREA","[RR,,,Pets,HF]|"
-97.641346,38.965304,"KS,US-81,SB,BENNINGTON REST AREA","[RR,PT,,Pets,HF]|RV Dump"
-97.640481,38.958054,"KS,US-81,NB,BENNINGTON REST AREA","[RR,PT,,Pets,HF]|"
-87.346927,36.646918,"KY,I-24,NB,WELCOME CENTER, MM93","[RR,PT,VM,Pets,HF]|"
-88.658323,37.059882,"KY,I-24,SB,WELCOME CENTER FOLLOW SIGNS FOLLOW SIGNS, MM7","[RR,PT,VM,Pets,HF]|"
-88.648071,37.047742,"KY,I-24,NB,WHITEHAVEN REST AREA FOLLOW SIGNS SIGNS, MM7","[RR,PT,VM,Pets,HF]|"
-85.334123,38.205433,"KY,I-64,SB,WELCOME CENTER, MM29","[RR,PT,VM,Pets,HF]|"
-84.770614,38.170359,"KY,I-64,EB,WOODFORD COUNTY REST AREA, MM60","[RR,PT,VM,Pets,HF]|"
-84.760597,38.168232,"KY,I-64,WB,WOODFORD COUNTY REST AREA, MM60","[RR,PT,VM,Pets,HF]|"
-84.143251,38.020877,"KY,I-64,EB,CLARK COUNTY REST AREA, MM98","[RR,PT,VM,Pets,HF]|"
-83.441082,38.233246,"KY,I-64,WB,ROWAN COUNTY REST AREA, MM141","[RR,PT,VM,Pets,HF]|"
-83.440011,38.234195,"KY,I-64,EB,ROWAN COUNTY REST AREA, MM141","[RR,PT,VM,Pets,HF]|"
-82.909055,38.353206,"KY,I-64,WB,WELCOME CENTER, MM173","[RR,PT,VM,Pets,HF]|"
-82.901995,38.356237,"KY,I-64,EB,CARTER COUNTY REST AREA, MM174","[RR,PT,VM,Pets,HF]|"
